water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,wssv_history,probiotics_used,antibiotics_used,culture_duration,year,month,outbreak_probability,temp_salinity_interaction,water_quality_index,farm_risk_score,month_sin,month_cos,country_India,country_Indonesia,country_Philippines,country_Thailand,country_Vietnam,season_Dry,season_Wet
-0.20384187,0.005786091,0.0007176433,-0.0009669777,-0.0003483364,0.00036287575,0.0036861561,-0.0059963344,-0.0041115945,0.002913245,0.0,0.0,-0.0027926797,-0.001885543,-0.011049905,-0.97400266,-0.0051005986,0.0051650736,0.025542758,0.0,-0.0014514077,0.0,-0.004996591,0.0,0.0,0.0,0.0,0.0
-0.20786001,0.0055381265,0.0013743882,-0.0008234754,0.0002700917,0.00036287575,0.0031259705,0.00550991,-0.0041115945,0.0006622425,0.0,0.0,0.0022686557,0.00058106956,0.0032568288,-0.97400266,-0.007916734,0.0066248355,0.026247505,0.0,0.0016367028,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
-0.15627831,0.0059449803,0.0008251566,-0.0008234754,-0.0010955767,-0.0022565064,-0.0050557363,0.0056827073,-0.0041115945,-0.00033203693,0.0,0.0,-0.00085775,0.0021955497,-0.014063218,-0.97400266,-0.007536372,0.005082471,-0.0130011495,0.0,-0.0010547963,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
0.20159745,-0.00046583032,0.0018918753,0.00014081158,0.0015439093,-0.016032819,0.0015350606,-0.0011837068,-0.0014618379,-0.00024433224,0.0,0.0,-0.0015910773,0.00042820958,0.00822508,1.2010028,-0.010160362,-0.0066392263,-0.0005353055,0.0,-0.0014514077,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
0.07064189,-0.00046583032,0.0058772266,0.0019638722,0.00038461993,-0.0019318293,-0.0050557363,-0.0064960346,-0.002343636,-0.00033203693,0.0,0.0,-0.00025912534,0.0021955497,0.0024157998,-0.97400266,-0.008917151,0.0066478075,-0.015168039,0.0,0.0027744607,0.0,0.0026701759,0.0,0.0,0.0,0.0,0.0
-0.20177571,0.0053792377,-0.0015668357,-0.0045455443,-0.0008130579,0.00036287575,0.0019145929,0.008013567,-0.0041115945,0.002913245,0.0,0.0,-0.003110155,-0.001885543,-0.014015672,-0.97400266,-0.008226031,-0.006112273,0.026247505,0.0,-0.0010547963,0.0,0.00061975734,0.0,0.0,0.0,0.0,0.0
-0.21215184,-0.0010315733,0.0013743882,-0.0045455443,0.0018135711,-0.0022565064,0.0054005375,-0.00637432,-0.0041115945,-0.0010748324,0.0,0.0,-0.0013323339,-0.0042411247,0.0024157998,-0.97400266,-0.008051874,0.005048904,-0.0064635407,0.0,-0.0017264511,0.0,0.00061975734,0.0,0.0,0.0,0.0,0.0
0.05619603,-0.0018530372,-0.009173501,-0.012288593,0.00079768687,-0.0019318293,-0.0022542446,-0.0064960346,0.0067626834,-0.00033203693,0.0,0.0,-0.00051786884,0.002983779,0.0023622871,-0.97400266,0.010284494,0.0031986178,-0.015168039,0.0,0.0029790464,0.0,0.0020979457,0.0,0.0,0.0,0.0,0.0
0.18933567,-0.0006247194,0.0022420406,0.00014081158,0.00038461993,-0.016032819,0.0036861561,0.0059461934,-0.0014618379,0.002913245,0.0,0.0,0.0004903374,-0.001885543,-6.0785416e-05,1.2010028,-0.006481378,0.0051650736,0.011600961,0.0,0.0004093994,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
-0.15648021,0.005786091,-0.0013613376,-0.0008234754,0.0009515786,-0.001250956,0.0054005375,-0.008033183,-0.0041115945,-0.0010748324,0.0,0.0,-0.00018246946,-0.0042411247,0.0024157998,-0.97400266,-0.0049343444,0.0051650736,-0.007172274,0.0,0.0027744607,0.0,0.000589436,0.0,0.0,0.0,0.0,0.0
-0.20335433,0.0049335156,0.0013743882,-0.0025936011,0.00035669352,-0.0022565064,0.0031259705,0.007435064,-0.0041115945,0.0006622425,0.0,0.0,0.0020419655,0.0013692989,0.0032568288,-0.97400266,0.00268375,0.0049433643,0.026247505,0.0,0.00014282504,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
-0.18925163,0.0053792377,-0.0022780444,-0.0009079508,0.0017769707,-0.001250956,0.0019145929,0.01238971,0.028792057,0.002913245,0.0,0.0,0.001783222,0.00096606155,0.0010346493,-0.97400266,-0.0068515404,-0.011772044,0.026247505,0.0,-6.1760686e-05,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
-0.19731927,0.0020227374,-0.0076271575,-0.0009669777,0.0034720225,-0.0022565064,0.0033066238,0.007449275,0.009443814,-0.00024433224,0.0,0.0,0.0022686557,0.0020952206,0.0032568288,-0.97400266,0.009036794,0.004973397,-0.006467528,0.0,0.0014688394,0.0,-0.0041282056,0.0,0.0,0.0,0.0,0.0
-0.18357065,-0.0008726842,-0.002246195,-0.0008234754,-0.0013800169,-0.007613455,0.0031259705,0.0061991094,-0.0041115945,0.0006622425,0.0,0.0,0.005254455,0.00058106956,-0.010784309,1.2010028,-0.009630021,0.0066248355,0.026247505,0.0,-0.0008837194,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
-0.20537843,-0.0008726842,0.0025284358,-0.0045455443,-0.0026602605,0.00036287575,0.0033066238,-0.0066280034,0.028792057,-0.00024433224,0.0,0.0,-0.0054230075,0.0013069912,-0.006317271,-0.97400266,-0.009630021,0.006508666,-0.0064635407,0.0,-0.0014514077,0.0,0.00061975734,0.0,0.0,0.0,0.0,0.0
-0.21203336,0.0009701084,0.0009647483,-0.0009669777,0.008883812,0.00036287575,0.0033066238,-0.000512499,-0.0041115945,-0.00024433224,0.0,0.0,9.678886e-05,0.0013069912,0.0015025423,-0.97400266,-0.005631242,0.0066248355,-0.0072977813,0.0,0.001976113,0.0,-0.004996591,0.0,0.0,0.0,0.0,0.0
-0.19445862,-0.0010315733,0.0059059775,-0.0034683547,0.0016253829,-0.0022565064,0.0019145929,-0.0016485488,-0.0041115945,0.002913245,0.0,0.0,0.0068225246,0.00096606155,-9.7913435e-05,-0.97400266,-0.008564828,-0.01129378,0.025417252,0.0,-0.0005836362,0.0,-0.004375986,0.0,0.0,0.0,0.0,0.0
-0.21331896,0.0009701084,0.0025284358,-0.0008234754,0.0034600152,-0.0022565064,-0.0021468324,-0.004459186,-0.0041115945,-0.00033203693,0.0,0.0,-0.0054996633,0.0021955497,-0.011849775,-0.97400266,-0.008792311,-0.001398238,-0.010685301,0.0,-0.0040085763,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
-0.1544277,-0.00057935907,-0.0013613376,-0.0008234754,-0.0004925863,-0.001250956,-0.0022542446,-0.002569753,-0.0041115945,-0.00033203693,0.0,0.0,-0.00025912534,0.002983779,0.0015588743,-0.97400266,0.018834233,0.0023737936,-0.010685301,0.0,0.0062443325,0.0,0.000589436,0.0,0.0,0.0,0.0,0.0
0.28126556,-0.0014913401,0.0063947137,0.0019638722,0.00033140648,-0.0019318293,0.003200616,-0.008621931,0.0033243988,-0.0010748324,0.0,0.0,-0.0015910773,-0.006159516,0.003586106,1.2010028,0.015736371,-0.00043426082,-0.0015303071,0.0,-0.0024455022,0.0,0.0026701759,0.0,0.0,0.0,0.0,0.0
-0.19897424,-0.0008726842,0.0007176433,-0.0009669777,-0.001928416,-0.001250956,-0.0050557363,0.006530123,0.028792057,-0.00033203693,0.0,0.0,-0.00085775,0.0021955497,-0.013215803,-0.97400266,-0.010653902,0.005082471,-0.0130011495,0.0,-0.0010547963,0.0,-0.004996591,0.0,0.0,0.0,0.0,0.0
0.26436764,0.0011107562,-0.032080628,0.0019638722,-0.0027722828,-0.0019318293,-0.0038248075,-0.005090855,-0.0014618379,-0.0019071415,0.0,0.0,-0.0028693355,-0.00968222,-0.0089712385,1.2010028,0.0027897297,-0.0022785265,-0.00931128,0.0,-0.0011774232,0.0,0.001920652,0.0,0.0,0.0,0.0,0.0
-0.2042982,-0.0008726842,0.0013743882,-0.0008234754,-0.0079030655,-0.0022565064,-0.0021468324,-0.008352861,-0.0041115945,-0.00033203693,0.0,0.0,-0.0014089898,0.0021955497,-0.0003732749,-0.97400266,-0.009600787,-0.001398238,-0.010685301,0.0,-0.00045837206,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
-0.19578154,0.0009701084,-0.008508479,-0.0045455443,0.006224975,0.00036287575,0.0031259705,0.007449275,-0.0041115945,0.0006622425,0.0,0.0,0.0022686557,0.00058106956,0.0032568288,-0.97400266,-0.005631242,0.0064225295,0.026247505,0.0,0.0032034165,0.0,0.00049930677,0.0,0.0,0.0,0.0,0.0
-0.21203336,-0.0008726842,0.0007176433,-0.0009669777,-0.001928416,0.00036287575,0.0033066238,0.008013567,-0.0041115945,-0.00024433224,0.0,0.0,-0.00047982694,0.0013069912,-0.013215803,-0.97400266,-0.009630021,0.0066248355,-0.006467528,0.0,-0.0010547963,0.0,-0.004996591,0.0,0.0,0.0,0.0,0.0
0.25969994,0.0043662535,-0.009302597,0.0014253902,0.0026598696,0.0006875527,0.000926049,0.008034424,-0.0014618379,0.0006622425,0.0,0.0,0.004624508,0.0011722624,0.00050224323,1.2010028,0.026068093,-0.015035382,0.011436213,0.0,0.0009780712,0.0,0.0026701759,0.0,0.0,0.0,0.0,0.0
0.15505897,0.0059449803,0.0022420406,0.00014081158,0.0014999777,0.007643648,-0.0050557363,0.007675551,-0.0018823324,-0.00033203693,0.0,0.0,0.0009516161,0.0021955497,-6.0785416e-05,1.2010028,-0.007370118,0.005082471,-0.00891783,0.0,-0.0008586795,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
0.083248265,-0.0008726842,0.0009647483,-2.690591e-06,-0.007354667,-0.016032819,0.0013544073,0.0036985818,-0.002762653,0.0006622425,0.0,0.0,9.678886e-05,-0.00029771205,-0.0012865325,1.2010028,-0.011031621,-0.01065159,0.01870224,0.0,0.0004093994,0.0,-0.004996591,0.0,0.0,0.0,0.0,0.0
0.14877121,-0.0008726842,0.0025284358,0.00014081158,-0.0013800169,0.007643648,0.0015350606,0.0051062605,-0.0018823324,-0.00024433224,0.0,0.0,-0.003110155,0.00042820958,-0.014015672,1.2010028,-0.012872854,-0.01065159,-0.000514895,0.0,-0.0010547963,0.0,0.00070988655,0.0,0.0,0.0,0.0,0.0
0.27881008,0.0027512144,0.005327995,-0.012288593,-0.005169042,-0.000926279,-0.0022542446,0.0056827073,-0.0014618379,-0.00033203693,0.0,0.0,-0.00085775,0.002983779,-0.013857988,1.2010028,0.017424528,0.0031986178,-0.0056725247,0.0,-0.0007808118,0.0,0.0020979457,0.0,0.0,0.0,0.0,0.0
